x,y,id
-2.302615,-96.83972,301-3
7.384009,-76.73405,301-4
-9.670314,-105.45563,301-5
-2.6692162,-97.55955,301-6
3.2841036,-90.70151,305-31
8.848138,-93.88033,305-32
-1.7713469,-96.89255,306-34
-7.099233,-103.28242,306-36
0.79595435,-70.76075,UST S16_001_SM
0.8895332,-70.90757,UST S16_002_SM
21.201817,-73.742,UST S16_003_SM
21.263695,-73.80108,UST S16_004_SM
21.235598,-73.81351,UST S16_005_SM
21.26096,-73.797485,UST S16_006_SM
17.765207,-71.05208,UST S16_007_SM
17.133781,-71.32588,UST S16_008_SM
-0.58109367,-71.77067,UST S16_009_SM
-0.5586368,-71.76161,UST S16_010_SM
26.743372,-86.17395,UST SI1_001_SM
26.583967,-86.37037,UST SI1_002_SM
26.613989,-86.34057,UST SI1_003_SM
34.051823,-75.63796,UST SI1_006_SM
34.129272,-75.93352,UST SI1_007_SM
31.49038,-70.462776,UST SI1_008_SM
31.485468,-70.463234,UST SI1_009_SM
33.04975,-76.93762,UST SI1_010_SM
34.44591,-76.10969,UST SI1_011_SM
33.18224,-76.97183,UST SI1_012_SM
32.728325,-79.93835,UST SI1_013_SM
33.207764,-74.81718,UST SI1_014_SM
32.437748,-78.61586,UST SI1_015_SM
34.019783,-75.63697,UST SI1_016_SM
33.838303,-75.43777,UST SI1_017_SM
33.615948,-75.39667,UST SI1_018_SM
32.164658,-78.683556,UST SI1_019_SM
32.164658,-78.683556,UST SI1_020_SM
26.741087,-86.17274,UST SI1_021_SM
31.48322,-70.476906,UST SI1_022_SM
34.47202,-76.79069,UST SI1_023_SM
32.58408,-79.63558,UST SI1_024_SM
34.511757,-76.62614,UST SI1_025_SM
34.502167,-76.31937,UST SI1_026_SM
34.48479,-76.37078,UST SI1_027_SM
33.108227,-76.8182,UST SI1_028_SM
5.650158,-75.760445,UST SI1_030_SM
34.17276,-76.72025,UST SI1_031_SM
23.060276,-81.73988,UST SI1_032_SM
33.663982,-75.51109,UST SI1_033_SM
31.79363,-80.47519,UST SI1_034_SM
34.509026,-76.20674,UST SI1_035_SM
5.2280583,-75.75904,UST SI1_037_SM
33.544567,-76.45835,UST SI1_038_SM
33.347374,-76.684,UST SI1_039_SM
24.429462,-82.98556,UST SI1_058_SM
34.0534,-75.7377,UST SI1_004_SM
13.87049,-83.453445,UST SI1_040_SM
31.060728,-83.68241,UST SI1_041_SM
3.5274973,-76.65648,UST SI1_042_SM
24.934715,-88.382454,UST SI1_043_SM
25.514048,-92.16828,UST SI1_044_SM
23.904325,-91.52414,UST SI1_045_SM
31.081045,-84.178085,UST SI1_046_SM
32.50667,-80.186,UST SI1_047_SM
23.791739,-90.95065,UST SI1_048_SM
23.888817,-91.73357,UST SI1_049_SM
33.709656,-79.81097,UST SI1_050_SM
30.964016,-84.08098,UST SI1_051_SM
23.219515,-93.04823,UST SI1_052_SM
23.880663,-91.73503,UST SI1_053_SM
26.98889,-90.270805,UST SI1_054_SM
13.727699,-83.43218,UST SI1_055_SM
13.9665785,-83.590904,UST SI1_056_SM
30.958565,-84.08643,UST SI1_057_SM
32.468918,-79.68194,UST SI1_059_SM
30.951233,-84.380936,UST SI1_060_SM
30.980528,-83.88499,UST SI1_061_SM
26.996992,-90.19857,UST SI1_062_SM
32.946053,-79.9577,UST SI1_063_SM
16.695333,-91.49195,UST SI1_064_SM
22.273321,-85.770325,UST SI1_065_SM
7.6179576,-90.82838,UST SI1_066_SM
20.76245,-89.90682,UST SI1_067_SM
3.4799666,-77.00118,UST SI1_068_SM
3.6350758,-77.186295,UST SI1_069_SM
30.345886,-81.85498,UST SI1_070_SM
1.388568,-87.55455,UST SI1_071_SM
26.716484,-83.35949,UST SI1_072_SM
26.625519,-83.40448,UST SI1_073_SM
26.917587,-83.296844,UST SI1_074_SM
24.051058,-91.72899,UST SI1_075_SM
10.835024,-95.45764,UST SI1_076_SM
23.445597,-89.230934,UST SI1_077_SM
23.466217,-94.45262,UST SI1_078_SM
24.22906,-94.195145,UST SI1_079_SM
32.58935,-83.90141,UST SI1_080_SM
32.667213,-83.89279,UST SI1_081_SM
21.124022,-90.80111,UST SI1_082_SM
22.245543,-86.29237,UST SI1_083_SM
25.315031,-92.34208,UST SI1_084_SM
5.3977547,-76.54628,UST SI1_085_SM
5.2312756,-93.03605,UST SI1_086_SM
22.270267,-87.83481,UST SI1_087_SM
34.343365,-78.191246,UST SI1_088_SM
34.24273,-78.30354,UST SI1_089_SM
34.228256,-78.30596,UST SI1_090_SM
28.745663,-91.68347,UST SI1_091_SM
28.58281,-91.67931,UST SI1_092_SM
28.333645,-91.79558,UST SI1_093_SM
33.75456,-79.06048,UST SI1_094_SM
28.627535,-91.912735,UST SI1_095_SM
21.128435,-90.79942,UST SI1_096_SM
33.56876,-79.16457,UST SI1_097_SM
26.156616,-92.19458,UST SI1_098_SM
27.481308,-91.81007,UST SI1_099_SM
33.729713,-79.03124,UST SI1_100_SM
28.412416,-91.34574,UST SI1_101_SM
32.75781,-80.55978,UST SI1_102_SM
28.534307,-92.01428,UST SI1_103_SM
32.250893,-82.28141,UST SI1_104_SM
32.160725,-81.74738,UST SI1_105_SM
33.15716,-79.59117,UST SI1_106_SM
33.697643,-79.73567,UST SI1_107_SM
32.490482,-84.681114,UST SI1_108_SM
32.815514,-84.800835,UST SI1_109_SM
32.848297,-83.39343,UST SI1_110_SM
32.09492,-81.33093,UST SI1_111_SM
28.256975,-91.72323,UST SI1_112_SM
24.509905,-88.07412,UST SI1_113_SM
13.045986,-84.47759,UST SI1_114_SM
27.47605,-92.221375,UST SI1_115_SM
28.354952,-91.88461,UST SI1_116_SM
27.777786,-92.10996,UST SI1_117_SM
28.432325,-91.888695,UST SI1_118_SM
26.112434,-91.59024,UST SI1_119_SM
26.085047,-91.58158,UST SI1_120_SM
26.113092,-91.59062,UST SI1_121_SM
28.3727,-91.84018,UST SI1_122_SM
27.855087,-91.95241,UST SI1_123_SM
25.959608,-91.44139,UST SI1_124_SM
14.01574,-85.75025,UST SI1_125_SM
29.187849,-87.46277,UST SI1_126_SM
26.121445,-92.15915,UST SI1_127_SM
33.900654,-79.07995,UST SI1_128_SM
34.119724,-78.39257,UST SI1_129_SM
30.838709,-84.747314,UST SI1_130_SM
33.74958,-79.81676,UST SI1_131_SM
27.552172,-92.287415,UST SI1_132_SM
33.769833,-78.377235,UST SI1_133_SM
27.63687,-92.366234,UST SI1_134_SM
28.434765,-92.06544,UST SI1_135_SM
25.753885,-92.259415,UST SI1_136_SM
32.416836,-84.17508,UST SI1_137_SM
32.747787,-83.77121,UST SI1_138_SM
7.4960904,-76.8455,UST SI1_139_SM
27.825699,-88.68818,UST SI1_140_SM
22.820976,-93.435455,UST SI1_141_SM
24.656982,-54.82446,UST SI1_142_SM
27.366528,-91.43849,UST SI1_143_SM
27.823965,-88.693184,UST SI1_144_SM
24.096497,-91.78001,UST SI1_145_SM
31.126043,-84.55071,UST SI1_146_SM
32.362164,-80.10124,UST SI1_147_SM
26.458183,-90.77793,UST SI1_148_SM
19.108042,-88.79466,UST SI1_149_SM
2.4753954,-88.269684,UST SI1_150_SM
1.4274108,-88.45313,UST SI1_151_SM
4.7371564,-77.58535,UST SI1_152_SM
5.6747546,-91.832375,UST SI1_153_SM
3.1652448,-77.22798,UST SI1_154_SM
22.321959,-87.473595,UST SI1_155_SM
22.763075,-89.22788,UST SI1_156_SM
3.467364,-76.79054,UST SI1_157_SM
23.861658,-86.274536,UST SI1_158_SM
22.756742,-83.87509,UST SI1_159_SM
15.79287,-83.22887,UST SI1_160_SM
24.067093,-92.67091,UST SI1_161_SM
25.198664,-92.4447,UST SI1_162_SM
25.910097,-89.9796,UST SI1_163_SM
24.48306,-88.840645,UST SI1_164_SM
24.976137,-87.64956,UST SI1_165_SM
24.206123,-94.12928,UST SI1_166_SM
24.171568,-94.20791,UST SI1_167_SM
14.08437,-85.175385,UST SI1_168_SM
12.725209,-84.48626,UST SI1_169_SM
23.930979,-90.39316,UST SI1_170_SM
23.56286,-92.85148,UST SI1_171_SM
25.611353,-91.17245,UST SI1_172_SM
33.070114,-85.17152,UST SI1_173_SM
32.39252,-84.75827,UST SI1_174_SM
25.73831,-89.49654,UST SI1_175_SM
32.711277,-83.77858,UST SI1_176_SM
25.994766,-90.100204,UST SI1_177_SM
21.614637,-91.85327,UST SI1_178_SM
24.161144,-94.58814,UST SI1_179_SM
21.736498,-89.866486,UST SI1_180_SM
22.307709,-86.31948,UST SI1_181_SM
32.36419,-84.65837,UST SI1_182_SM
32.637356,-83.87237,UST SI1_183_SM
26.00605,-90.10162,UST SI1_184_SM
33.486248,-79.46467,UST SI1_185_SM
33.475586,-79.611595,UST SI1_186_SM
26.111958,-92.211044,UST SI1_187_SM
27.32897,-91.517624,UST SI1_188_SM
21.395912,-90.24078,UST SI1_189_SM
27.722273,-88.74038,UST SI1_190_SM
32.76957,-80.99413,UST SI1_191_SM
32.809,-80.68944,UST SI1_192_SM
21.099394,-90.82247,UST SI1_193_SM
33.19982,-78.7975,UST SI1_194_SM
26.454155,-86.8093,UST SI1_195_SM
13.049798,-84.486984,UST SI1_196_SM
20.595947,-90.16486,UST SI1_197_SM
26.379555,-87.01463,UST SI1_198_SM
26.592798,-86.47249,UST SI1_199_SM
21.968193,-89.8533,UST SI1_200_SM
22.500725,-89.47378,UST SI1_201_SM
21.86397,-89.59479,UST SI1_202_SM
26.374184,-86.31273,UST SI1_203_SM
24.16402,-94.84848,UST SI1_204_SM
24.873884,-90.52654,UST SI1_205_SM
23.50844,-92.99949,UST SI1_206_SM
23.352768,-87.56369,UST SI1_207_SM
10.866478,-95.46974,UST SI1_208_SM
23.899374,-94.091644,UST SI1_209_SM
14.001158,-85.76783,UST SI1_210_SM
32.274597,-84.65571,UST SI1_211_SM
24.191086,-94.86408,UST SI1_212_SM
10.864706,-95.45119,UST SI1_213_SM
32.837543,-84.721,UST SI1_214_SM
14.070397,-85.69311,UST SI1_215_SM
25.250254,-87.43776,UST SI1_216_SM
32.775112,-80.20618,UST SI1_217_SM
32.292377,-79.794106,UST SI1_218_SM
4.1607566,-91.70745,UST SI2_001_SM
-2.3619256,-95.70065,UST SI2_002_SM
5.375885,-92.347176,UST SI2_003_SM
5.38426,-90.714325,UST SI2_004_SM
7.948483,-90.70349,UST SI2_005_SM
5.414881,-90.71281,UST SI2_006_SM
5.6559167,-79.50116,UST SI2_007_SM
21.105078,-87.73414,UST SI2_008_SM
5.116981,-92.67191,UST SI2_009_SM
6.6932764,-91.037346,UST SI2_010_SM
3.1230605,-91.3034,UST SI2_011_SM
7.2776737,-90.717094,UST SI2_012_SM
21.087704,-85.96674,UST SI2_013_SM
8.750137,-94.928894,UST SI2_014_SM
-2.9322014,-91.150444,UST SI2_015_SM
8.7322035,-94.30162,UST SI2_016_SM
8.649413,-95.06699,UST SI2_017_SM
9.656009,-94.37107,UST SI2_018_SM
9.477467,-93.90507,UST SI2_019_SM
4.3046117,-91.927284,UST SI2_020_SM
4.3980665,-91.862114,UST SI2_021_SM
4.3727145,-91.90197,UST SI2_022_SM
3.0854785,-93.970215,UST SI2_023_SM
9.865083,-92.84756,UST SI2_025_SM
18.39325,-89.727234,UST SI2_026_SM
20.723003,-86.44835,UST SI2_027_SM
-2.6985161,-95.22713,UST SI2_028_SM
-2.5711226,-95.52581,UST SI2_029_SM
21.427217,-91.60762,UST SI2_030_SM
23.433842,-92.99577,UST SI2_031_SM
15.663414,-83.48492,UST SI2_032_SM
21.086931,-85.96922,UST SI2_033_SM
24.759974,-84.006714,UST SI2_034_SM
23.327879,-86.11762,UST SI2_035_SM
11.037899,-92.97616,UST SI2_036_SM
22.662008,-85.25481,UST SI2_037_SM
22.833532,-85.018196,UST SI2_038_SM
30.10355,-82.05617,UST SI2_039_SM
1.2839724,-87.51504,UST SI2_040_SM
21.087198,-85.968704,UST SI2_041_SM
18.263224,-88.4627,UST SI2_042_SM
20.905132,-86.149796,UST SI2_043_SM
9.275355,-94.81579,UST SI2_044_SM
5.2287292,-92.98724,UST SI2_045_SM
8.887898,-94.83917,UST SI2_046_SM
4.5856514,-89.34509,UST SI2_047_SM
7.7443533,-70.81798,UST SI2_048_SM
9.862125,-86.974785,UST SI2_049_SM
3.3316593,-95.72379,UST SI2_050_SM
4.167803,-94.30915,UST SI2_051_SM
1.5029067,-88.06603,UST SI2_052_SM
4.7721043,-79.343025,UST SI2_053_SM
9.829828,-91.79185,UST SI2_054_SM
21.291615,-87.6174,UST SI2_055_SM
24.062462,-86.144165,UST SI2_056_SM
22.718687,-89.253586,UST SI2_057_SM
15.699649,-83.50053,UST SI2_058_SM
4.8271976,-79.22197,UST SI2_059_SM
2.9943745,-94.67372,UST SI2_060_SM
20.605274,-86.011345,UST SI2_061_SM
3.8336632,-94.1317,UST SI2_062_SM
3.8350024,-94.1325,UST SI2_063_SM
22.053375,-84.9443,UST SI2_064_SM
3.0871835,-93.97148,UST SI2_065_SM
30.071484,-81.985985,UST SI2_066_SM
-2.8461897,-95.336945,UST SI2_067_SM
4.7789207,-86.25263,UST SI2_068_SM
-4.690946,-97.267746,UST SI2_070_SM
-7.5185885,-103.42474,UST SI2_071_SM
16.62967,-91.661766,UST SI2_072_SM
17.152746,-91.13896,UST SI2_073_SM
14.040866,-95.00386,UST SI2_074_SM
-3.1749458,-96.2543,UST SI2_075_SM
14.715342,-91.25496,UST SI2_076_SM
14.101692,-94.66152,UST SI2_077_SM
14.715132,-91.26947,UST SI2_078_SM
56.053368,-30.012197,UST SI2_079_SM
14.0332155,-94.9658,UST SI2_080_SM
-2.3411343,-95.53799,UST SI2_081_SM
9.873342,-87.48638,UST SI2_082_SM
25.905258,-91.41191,UST SI2_083_SM
-4.993142,-98.23122,UST SI2_084_SM
10.003366,-87.01417,UST SI2_088_SM
15.69999,-92.28875,UST SI2_089_SM
14.088106,-94.69849,UST SI2_090_SM
27.260899,-53.35565,UST SI2_091_SM
14.049264,-94.979034,UST SI2_092_SM
21.997969,-85.43146,UST SI2_093_SM
-4.6412535,-97.33213,UST SI2_094_SM
-5.5030785,-104.10855,UST SI2_095_SM
16.758955,-91.93373,UST SI2_096_SM
-7.4600835,-103.340034,UST SI2_097_SM
-2.1600606,-33.20729,UST SI2_098_SM
13.93696,-95.506516,UST SI2_099_SM
17.917505,-94.23331,UST SI2_100_SM
14.17358,-94.500885,UST SI2_101_SM
14.435831,-93.69543,UST SI2_102_SM
14.524401,-93.824554,UST SI2_103_SM
17.920557,-94.23368,UST SI2_104_SM
-5.621052,-104.13267,UST SI2_105_SM
16.759935,-91.982376,UST SI2_106_SM
16.724495,-91.42858,UST SI2_107_SM
27.557676,3.2439039,UST SI2_108_SM
8.139127,-92.7521,UST SI2_109_SM
16.509539,-91.51553,UST SI2_110_SM
15.886452,-93.35549,UST SI2_111_SM
16.07556,-91.94126,UST SI2_112_SM
15.897552,-93.36706,UST SI2_113_SM
9.997896,-87.03112,UST SI2_114_SM
23.566336,-36.204426,UST SI2_115_SM
2.9937027,-94.6738,UST SI2_116_SM
3.927572,-95.20577,UST SI2_117_SM
2.993455,-94.67383,UST SI2_118_SM
2.994334,-94.6738,UST SI2_119_SM
2.9928753,-94.67353,UST SI2_120_SM
1.7919717,-96.18836,UST SI2_121_SM
1.372911,-94.60095,UST SI2_122_SM
17.115318,-89.06235,UST SI2_123_SM
1.6077652,-96.12499,UST SI2_124_SM
17.11508,-89.06219,UST SI2_125_SM
4.7827654,-93.15416,UST SI2_126_SM
0.925738,-91.485016,UST SI2_127_SM
2.4789336,-88.74049,UST SI2_128_SM
-3.0833974,-95.33691,UST SI2_129_SM
2.8056674,-91.26021,UST SI2_130_SM
20.889181,-86.31458,UST SI2_131_SM
16.40519,-88.85007,UST SI2_132_SM
2.9124055,-91.027016,UST SI2_133_SM
15.361006,-87.410194,UST SI2_134_SM
17.292915,-89.66547,UST SI2_135_SM
3.2841783,-90.61655,UST SI2_136_SM
4.7379646,-92.919365,UST SI2_137_SM
1.8952905,-89.59441,UST SI2_138_SM
2.0946712,-91.38828,UST SI2_139_SM
2.9442713,-94.85614,UST SI2_140_SM
8.620435,-95.32726,UST SI2_141_SM
1.3729254,-94.6006,UST SI2_142_SM
3.2185483,-91.56675,UST SI2_143_SM
9.229068,-93.02591,UST SI2_144_SM
-2.3003695,-95.69792,UST SI2_145_SM
3.335635,-95.32433,UST SI2_146_SM
9.902689,-94.54118,UST SI2_147_SM
16.599075,-89.08418,UST SI2_148_SM
1.3724105,-94.601234,UST SI2_149_SM
9.969004,-94.90339,UST SI2_150_SM
0.5176966,-94.181244,UST SI2_151_SM
-2.5739083,-95.53057,UST SI2_152_SM
2.6709704,-94.51374,UST SI2_153_SM
21.497248,-83.78092,UST SI2_154_SM
5.283642,-78.41663,UST SI2_155_SM
2.4150946,-92.80835,UST SI2_156_SM
5.9603896,-94.1273,UST SI2_157_SM
-1.7247577,-96.85507,UST SI2_158_SM
1.790535,-96.19284,UST SI2_159_SM
-6.596,-72.942726,UST SI2_160_SM
-2.556644,-75.770706,UST SI2_161_SM
-2.763831,-76.08067,UST SI2_162_SM
-2.6642568,-76.05952,UST SI2_163_SM
-7.0920343,-73.72197,UST SI2_164_SM
-6.4395494,-72.980034,UST SI2_165_SM
-6.527257,-72.08703,UST SI2_166_SM
-6.5392904,-72.122894,UST SI2_167_SM
-6.695656,-72.92508,UST SI2_168_SM
-6.6292825,-71.94844,UST SI2_169_SM
-6.2413363,-73.17959,UST SI2_170_SM
-6.4698143,-72.46821,UST SI2_171_SM
-9.145432,-72.82816,UST SI2_172_SM
-8.186752,-72.997574,UST SI2_173_SM
-6.502151,-72.89386,UST SI2_174_SM
-6.5061436,-72.91193,UST SI2_175_SM
-6.5187793,-72.90931,UST SI2_176_SM
-6.531213,-72.92901,UST SI2_177_SM
-6.608317,-72.97287,UST SI2_178_SM
-6.32059,-73.16937,UST SI2_179_SM
-6.874131,-73.105064,UST SI2_180_SM
-7.1066504,-73.781,UST SI2_181_SM
-6.6069913,-73.189606,UST SI2_182_SM
-6.606811,-73.19004,UST SI2_183_SM
2.9926412,-94.67323,UST SI2_184_SM
1.4042209,-94.82756,UST SI2_185_SM
-1.7163482,-96.30395,UST SI2_186_SM
-1.0882839,-96.64932,UST SI2_187_SM
2.9933488,-94.67232,UST SI2_188_SM
1.373699,-94.6,UST SI2_189_SM
-0.21874814,-95.096725,UST SI2_190_SM
2.9936132,-94.6736,UST SI2_191_SM
0.5177284,-94.18111,UST SI2_192_SM
7.5789576,-92.40322,UST SI2_193_SM
1.3746719,-94.59964,UST SI2_194_SM
7.6943007,-92.56066,UST SI2_195_SM
1.373697,-94.599236,UST SI2_196_SM
2.9923298,-94.674324,UST SI2_197_SM
1.4420323,-94.4203,UST SI2_198_SM
1.374295,-94.60007,UST SI2_199_SM
1.3743924,-94.6007,UST SI2_200_SM
-1.6608446,-95.88855,UST SI2_201_SM
1.372921,-94.60108,UST SI2_202_SM
16.820335,-89.05333,UST SI2_203_SM
16.809656,-89.064125,UST SI2_204_SM
7.4998984,-92.14841,UST SI2_205_SM
-2.2639773,-75.83868,UST SI2_206_SM
2.0265965,-89.60053,UST SI2_207_SM
0.51895374,-94.18036,UST SI2_208_SM
-1.2060947,-95.89259,UST SI2_209_SM
2.9923983,-94.6769,UST SI2_210_SM
2.811113,-95.1748,UST SI2_211_SM
-1.6386391,-96.491035,UST SI2_212_SM
1.3744932,-94.601006,UST SI2_213_SM
-2.9580512,-96.41598,UST SI2_214_SM
-1.3765823,-96.28789,UST SI2_215_SM
3.268286,-94.79281,UST SI2_216_SM
-2.6060128,-91.48343,UST SI2_217_SM
4.0115056,-95.19488,UST SI2_218_SM
4.4624467,-91.23505,UST SI2_219_SM
-3.3251708,-97.64064,UST SI2_220_SM
-6.0538106,-100.12751,UST SI2_221_SM
-5.811635,-100.003365,UST SI2_222_SM
-3.3584123,-97.59051,UST SI2_223_SM
-7.3126836,-103.30842,UST SI2_224_SM
32.423393,-83.81108,UST SI2_225_SM
3.2337382,-78.2203,UST SI2_226_SM
30.85334,-63.971382,UST SI2_227_SM
31.771307,-64.640495,UST SI2_228_SM
3.3265915,-78.080536,UST SI2_229_SM
21.409197,-83.71177,UST SI2_230_SM
22.624252,-89.61719,UST SI2_231_SM
29.25443,-87.32514,UST SI2_232_SM
29.255915,-87.31864,UST SI2_233_SM
2.0777235,-76.880424,UST SI2_234_SM
13.503459,-83.974304,UST SI2_235_SM
26.226412,-93.1601,UST SI2_236_SM
3.832526,-94.922714,UST SI2_237_SM
-14.657345,-81.760025,UST SI3_001_SM
-14.656696,-81.75871,UST SI3_002_SM
7.218033,-90.90209,UST SI3_003_SM
12.419156,-76.46896,UST SI3_004_SM
8.327633,-71.620094,UST SI3_005_SM
3.3931088,-91.249054,UST SI3_006_SM
11.149113,-77.413155,UST SI3_007_SM
-14.427465,-82.63179,UST SI3_008_SM
3.2957523,-89.634384,UST SI3_009_SM
-14.488302,-82.62352,UST SI3_010_SM
-16.531128,-87.59016,UST SI3_011_SM
17.6622,-89.02993,UST SI3_012_SM
11.972131,-79.02819,UST SI3_013_SM
8.837423,-72.46381,UST SI3_014_SM
8.194927,-70.63241,UST SI3_015_SM
13.16915,-77.527115,UST SI3_016_SM
11.305532,-77.40581,UST SI3_017_SM
-14.427494,-82.62792,UST SI3_018_SM
3.1232114,-91.30316,UST SI3_019_SM
-14.427566,-82.626686,UST SI3_020_SM
22.75616,-85.07721,UST SI3_021_SM
22.53519,-85.45587,UST SI3_022_SM
4.737826,-79.34406,UST SI3_023_SM
2.110472,-76.06922,UST SI3_024_SM
-13.691722,-82.02568,UST SI3_025_SM
4.994768,-76.232,UST SI3_026_SM
-14.456676,-82.99095,UST SI3_027_SM
3.1232889,-91.302826,UST SI3_028_SM
-14.426964,-82.629,UST SI3_029_SM
4.736554,-90.575134,UST SI3_030_SM
4.7421274,-90.467064,UST SI3_031_SM
7.570296,-91.10526,UST SI3_032_SM
7.1668305,-90.99764,UST SI3_033_SM
2.945394,-75.07019,UST SI3_034_SM
4.5457397,-83.2429,UST SI3_035_SM
5.211777,-86.545395,UST SI3_036_SM
8.202933,-71.02025,UST SI3_037_SM
4.160208,-91.707375,UST SI3_038_SM
6.5695653,-91.11231,UST SI3_039_SM
2.20385,-88.93003,UST SI3_040_SM
2.6745458,-75.148026,UST SI3_041_SM
-15.29804,-83.424034,UST SI3_042_SM
12.063135,-78.7902,UST SI3_043_SM
-17.79572,-84.733315,UST SI3_044_SM
11.998962,-78.89084,UST SI3_045_SM
2.9563618,-92.21741,UST SI3_046_SM
18.996819,-85.88798,UST SI3_047_SM
-16.975853,-86.240845,UST SI3_048_SM
8.1960535,-70.634964,UST SI3_049_SM
2.9451013,-75.06991,UST SI3_050_SM
8.195998,-70.634315,UST SI3_051_SM
2.9450977,-75.071045,UST SI3_052_SM
8.1969595,-70.634026,UST SI3_053_SM
13.170405,-77.52709,UST SI3_054_SM
3.4004748,-76.957405,UST SI3_055_SM
2.0268981,-89.59921,UST SI3_056_SM
0.2572155,-92.71981,UST SI3_057_SM
2.1109555,-76.06924,UST SI3_058_SM
11.97218,-79.02929,UST SI3_059_SM
10.714526,-77.3255,UST SI3_060_SM
-17.717335,-86.50097,UST SI3_061_SM
3.2931933,-76.20473,UST SI3_062_SM
1.583239,-92.767075,UST SI3_063_SM
3.2819352,-90.69974,UST SI3_064_SM
11.1479025,-77.41281,UST SI3_065_SM
21.310778,-87.76297,UST SI3_066_SM
-16.507158,-86.90705,UST SI3_067_SM
2.953235,-92.22033,UST SI3_068_SM
17.529533,-87.48445,UST SI3_069_SM
22.629562,-87.12808,UST SI3_070_SM
15.950072,-82.12412,UST SI3_071_SM
14.429475,-83.843994,UST SI3_072_SM
20.393309,-85.12367,UST SI3_073_SM
22.22527,-83.6687,UST SI3_074_SM
18.105501,-84.78117,UST SI3_075_SM
22.403877,-78.40556,UST SI3_076_SM
5.4559603,-90.63189,UST SI3_077_SM
24.53036,-88.118065,UST SI3_078_SM
16.900488,-89.743614,UST SI3_079_SM
13.800882,-80.95252,UST SI3_080_SM
22.861792,-82.792046,UST SI3_081_SM
3.1222258,-91.30348,UST SI3_082_SM
5.082839,-84.5677,UST SI3_083_SM
17.512966,-85.83814,UST SI3_084_SM
-17.540527,-88.17918,UST SI3_085_SM
-17.463736,-88.03436,UST SI3_086_SM
6.407531,-87.37299,UST SI3_087_SM
8.23874,-91.27349,UST SI3_088_SM
22.19103,-86.88292,UST SI3_089_SM
22.9342,-82.79028,UST SI3_090_SM
13.784772,-80.43509,UST SI3_091_SM
13.563227,-77.90915,UST SI3_092_SM
0.21490437,-89.05823,UST SI3_093_SM
15.925774,-81.61902,UST SI3_094_SM
14.596876,-75.988884,UST SI3_095_SM
13.7664175,-81.98499,UST SI3_096_SM
24.25871,-79.916435,UST SI3_097_SM
19.914948,-83.02196,UST SI3_098_SM
13.838081,-76.59379,UST SI3_099_SM
-11.905447,-79.11772,UST SI3_100_SM
16.519722,-82.674805,UST SI3_101_SM
13.182223,-78.53373,UST SI3_102_SM
12.71054,-78.94875,UST SI3_103_SM
3.224227,-75.56409,UST SI3_104_SM
-17.984594,-85.86946,UST SI3_105_SM
-15.365395,-83.09576,UST SI3_106_SM
8.392115,-70.76423,UST SI3_107_SM
5.1591296,-78.23399,UST SI3_108_SM
5.0886564,-77.91165,UST SI3_109_SM
3.4128263,-75.587845,UST SI3_110_SM
1.7233753,-89.16777,UST SI3_111_SM
5.118712,-92.29333,UST SI3_112_SM
5.3164124,-92.26018,UST SI3_113_SM
3.8510728,-89.27372,UST SI3_114_SM
4.9820824,-78.74109,UST SI3_115_SM
2.2096722,-74.78241,UST SI3_116_SM
3.4827437,-76.27898,UST SI3_117_SM
4.6303287,-85.579315,UST SI3_118_SM
18.849894,-85.85168,UST SI3_119_SM
1.2766882,-92.483,UST SI3_120_SM
-18.014357,-85.84341,UST SI3_121_SM
4.7443275,-85.77316,UST SI3_122_SM
-15.14096,-81.74022,UST SI3_123_SM
-18.291483,-85.637024,UST SI3_124_SM
3.670938,-89.43441,UST SI3_125_SM
5.4241104,-82.70596,UST SI3_126_SM
9.652436,-92.96979,UST SI3_127_SM
3.1223774,-91.30434,UST SI3_128_SM
2.6742835,-75.14667,UST SI3_129_SM
22.0567,-86.00049,UST SI3_130_SM
18.037127,-84.991516,UST SI3_131_SM
3.647687,-89.54109,UST SI3_132_SM
-16.977474,-86.243095,UST SI3_133_SM
-15.89122,-82.3834,UST SI3_134_SM
9.652047,-91.64119,UST SI3_135_SM
13.697085,-81.814384,UST SI3_136_SM
3.5608423,-89.77071,UST SI3_137_SM
17.556376,-89.64845,UST SI3_138_SM
17.701635,-87.15759,UST SI3_139_SM
-17.56413,-87.68071,UST SI3_140_SM
12.302225,-78.64558,UST SI3_141_SM
12.302111,-78.64576,UST SI3_142_SM
3.647485,-89.54111,UST SI3_143_SM
13.371963,-77.72505,UST SI3_144_SM
13.008212,-77.02464,UST SI3_145_SM
13.220091,-77.88583,UST SI3_146_SM
13.278544,-77.94866,UST SI3_147_SM
22.78527,-85.87933,UST SI3_148_SM
3.1033347,-89.44835,UST SI3_149_SM
-14.042844,-83.015686,UST SI3_150_SM
2.1818068,-91.13899,UST SI3_151_SM
14.296972,-83.83457,UST SI3_152_SM
0.79139763,-91.357895,UST SI3_153_SM
2.802775,-88.82034,UST SI3_154_SM
3.4163518,-75.79377,UST SI3_155_SM
22.05745,-86.00194,UST SI3_156_SM
18.057043,-84.95718,UST SI3_157_SM
5.334036,-82.39125,UST SI3_158_SM
5.3338614,-82.39112,UST SI3_159_SM
17.801443,-89.77221,UST SI3_160_SM
17.275057,-89.30924,UST SI3_161_SM
19.682264,-89.95115,UST SI3_162_SM
