,albumID,name,aTitle,aDate,mDate,aURL
180,180,a2-333,Putonghua Performance &amp; Recitation,2012-08-01 02:13:48,2012-08-01 02:13:48,http://digitalimages.ust.hk/gallery2/?p=787
181,181,a2-340,PG Tea Reception,2012-08-01 02:13:50,2012-08-01 02:13:50,http://digitalimages.ust.hk/gallery2/?p=788
182,182,a2-35,Joint Universities Bio. Symposium,2012-08-01 02:13:52,2012-08-01 02:13:52,http://digitalimages.ust.hk/gallery2/?p=789
183,183,a2-360,HKUST Photo Festival '95 - Opening Ceremony,2012-08-01 02:13:57,2012-08-01 02:13:57,http://digitalimages.ust.hk/gallery2/?p=790
184,184,a2-365,HKUST Photo Festival '95 - Salon Seminar,2012-08-01 02:13:58,2012-08-01 02:13:58,http://digitalimages.ust.hk/gallery2/?p=791
185,185,a2-37,Joint University Debate Contest '96,2012-08-01 02:13:59,2012-08-01 02:13:59,http://digitalimages.ust.hk/gallery2/?p=792
186,186,a2-370,PHOTO CD Seminar,2012-08-01 02:14:01,2012-08-01 02:14:01,http://digitalimages.ust.hk/gallery2/?p=793
187,187,a2-380,Photo Day,2012-08-01 02:14:04,2012-08-01 02:14:04,http://digitalimages.ust.hk/gallery2/?p=794
188,188,a2-390,Photo Exhibition of Photo Contest '95,2012-08-01 02:14:07,2012-08-01 02:14:07,http://digitalimages.ust.hk/gallery2/?p=795
189,189,a2-40,Mass Dance-by Joint U. Students,2012-08-01 02:14:09,2012-08-01 02:14:09,http://digitalimages.ust.hk/gallery2/?p=796
190,190,a2-400,Photo Exhibition of Winner Works of Open Photo Contest,2012-08-01 02:14:11,2012-08-01 02:14:11,http://digitalimages.ust.hk/gallery2/?p=797
191,191,a2-410,Photo Festival '96,2012-08-01 02:14:13,2012-08-01 02:14:13,http://digitalimages.ust.hk/gallery2/?p=798
192,192,a2-413,1st ACM HK PG Research Day,2012-08-01 02:14:15,2012-08-01 02:14:15,http://digitalimages.ust.hk/gallery2/?p=799
193,193,a2-415,Get in Gear,2012-08-01 02:14:23,2012-08-01 02:14:23,http://digitalimages.ust.hk/gallery2/?p=800
194,194,a2-416,Get in Gear (Graduation Dinner),2012-08-01 02:14:27,2012-08-01 02:14:27,http://digitalimages.ust.hk/gallery2/?p=801
195,195,a2-417,International Day '98,2012-08-01 02:14:36,2012-08-01 02:14:36,http://digitalimages.ust.hk/gallery2/?p=802
196,196,a2-418,International Day '99,2012-08-01 02:14:45,2012-08-01 02:14:45,http://digitalimages.ust.hk/gallery2/?p=803
197,197,a2-419,International Fair (Foreign Exchange Student Q&amp;A),2012-08-01 02:14:49,2012-08-01 02:14:49,http://digitalimages.ust.hk/gallery2/?p=804
198,198,a2-420,Physical Fitness Assessment Programme by SAO,2012-08-01 02:14:51,2012-08-01 02:14:51,http://digitalimages.ust.hk/gallery2/?p=805
199,199,a2-425,Physical Fitness Assessment '96,2012-08-01 02:14:53,2012-08-01 02:14:53,http://digitalimages.ust.hk/gallery2/?p=806
200,200,a2-426,Physical Fitness Assessment '97,2012-08-01 02:14:56,2012-08-01 02:14:56,http://digitalimages.ust.hk/gallery2/?p=807
201,201,a2-430,Physics Summer live-in programme,2012-08-01 02:14:58,2012-08-01 02:14:58,http://digitalimages.ust.hk/gallery2/?p=808
202,202,a2-435,Postgraduate Students from Chinese Mainland,2012-08-01 02:15:33,2012-08-01 02:15:33,http://digitalimages.ust.hk/gallery2/?p=809
203,203,a2-440,SBM Summer Live-in Programme,2012-08-01 02:15:36,2012-08-01 02:15:36,http://digitalimages.ust.hk/gallery2/?p=810
204,204,a2-443,Undergraduate Students from Chinese Mainland,2012-08-01 02:15:43,2012-08-01 02:15:43,http://digitalimages.ust.hk/gallery2/?p=811
205,205,a2-445,UST Student Working for SBS,2012-08-01 02:15:44,2012-08-01 02:15:44,http://digitalimages.ust.hk/gallery2/?p=812
206,206,a2-450,Student Referendum on Provisional Legislative,2012-08-01 02:15:46,2012-08-01 02:15:46,http://digitalimages.ust.hk/gallery2/?p=813
207,207,a2-460,Registration of Freshman,2012-08-01 02:15:49,2012-08-01 02:15:49,http://digitalimages.ust.hk/gallery2/?p=814
208,208,a2-470,Registration of Freshman '95,2012-08-01 02:15:52,2012-08-01 02:15:52,http://digitalimages.ust.hk/gallery2/?p=815
209,209,a2-475,Student Registration '96,2012-08-01 02:15:54,2012-08-01 02:15:54,http://digitalimages.ust.hk/gallery2/?p=816
210,210,a2-480,Drama Society Preview,2012-08-01 02:15:57,2012-08-01 02:15:57,http://digitalimages.ust.hk/gallery2/?p=817
211,211,a2-483,Student Social Service Society,2012-09-10 10:01:27,2012-09-10 10:08:00,http://digitalimages.ust.hk/gallery2/?p=818
212,212,a2-485,Student Society Election,2012-08-01 02:16:02,2012-08-01 02:16:02,http://digitalimages.ust.hk/gallery2/?p=819
213,213,a2-490,Mass Games by EEE Society,2012-08-01 02:16:03,2012-08-01 02:16:03,http://digitalimages.ust.hk/gallery2/?p=820
214,214,a2-50,Lab Demo and Counters,2012-08-01 02:16:05,2012-08-01 02:16:05,http://digitalimages.ust.hk/gallery2/?p=821
215,215,a2-500,Podium Dance Project by Dancing Society,2012-08-01 02:16:09,2012-08-01 02:16:09,http://digitalimages.ust.hk/gallery2/?p=822
216,216,a2-510,Recruitment of Student Societies,2012-08-01 02:16:19,2012-08-01 02:16:19,http://digitalimages.ust.hk/gallery2/?p=823
217,217,a2-515,BSU Membership Card,2012-08-01 02:16:21,2012-08-01 02:16:21,http://digitalimages.ust.hk/gallery2/?p=824
218,218,a2-520,Opening Ceremony of Productfolio 95 by BSU,2012-08-01 02:16:24,2012-08-01 02:16:24,http://digitalimages.ust.hk/gallery2/?p=825
219,219,a2-530,University Life Camp by SU,2012-08-01 02:16:38,2012-08-01 02:16:38,http://digitalimages.ust.hk/gallery2/?p=826
220,220,a2-533,Biology Summer Camp - DNA Fingerprinting,2012-08-01 02:16:50,2012-08-01 02:16:50,http://digitalimages.ust.hk/gallery2/?p=827
221,221,a2-534,Biology Summer Camp - Scholarship Presentation Ceremony,2012-08-01 02:17:05,2012-08-01 02:17:05,http://digitalimages.ust.hk/gallery2/?p=828
222,222,a2-535,Biology Summer Camp - Tree Walk,2012-08-01 02:17:13,2012-08-01 02:17:13,http://digitalimages.ust.hk/gallery2/?p=829
223,223,a2-540,Engineering Summer Camp,2012-08-01 02:17:14,2012-08-01 02:17:14,http://digitalimages.ust.hk/gallery2/?p=830
224,224,a2-541,Engineering Summer Camp 1998,2012-08-01 02:17:18,2012-08-01 02:17:18,http://digitalimages.ust.hk/gallery2/?p=831
225,225,a2-550,Engineering Summer Camp - Design Competition,2012-08-01 02:17:22,2012-08-01 02:17:22,http://digitalimages.ust.hk/gallery2/?p=832
226,226,a2-555,Engineering Summer Camp - Desing Night,2012-08-01 02:17:29,2012-08-01 02:17:29,http://digitalimages.ust.hk/gallery2/?p=833
227,227,a2-560,Engineering Summer Camp - Dinner Banquet for women,2012-08-01 02:17:31,2012-08-01 02:17:31,http://digitalimages.ust.hk/gallery2/?p=834
228,228,a2-565,Engineering Summer Camp - Industrial Eng. Lab &amp; Civil Eng. Lab,2012-08-01 02:17:42,2012-08-01 02:17:42,http://digitalimages.ust.hk/gallery2/?p=835
229,229,a2-566,Engineering Summer Camp - Work in Hall I,2012-08-01 02:17:45,2012-08-01 02:17:45,http://digitalimages.ust.hk/gallery2/?p=836
230,230,a2-570,Laboratory Session of Physics Summer Camp,2012-08-01 02:17:46,2012-08-01 02:17:46,http://digitalimages.ust.hk/gallery2/?p=837
231,231,a2-573,Physics Summer Camp,2012-08-01 02:17:52,2012-08-01 02:17:52,http://digitalimages.ust.hk/gallery2/?p=838
232,232,a2-575,Physics Summer Camp - Tour of Labs,2012-08-01 02:17:58,2012-08-01 02:17:58,http://digitalimages.ust.hk/gallery2/?p=839
233,233,a2-580,RSA Science Summer Camp 1,2012-08-01 02:18:06,2012-08-01 02:18:06,http://digitalimages.ust.hk/gallery2/?p=840
234,234,a2-585,English Summer School for F.4/F.6 Students,2012-08-01 02:18:18,2012-08-01 02:18:18,http://digitalimages.ust.hk/gallery2/?p=841
235,235,a2-590,"SBM Summer School,  Variety Show",2012-08-01 02:18:20,2012-08-01 02:18:20,http://digitalimages.ust.hk/gallery2/?p=842
236,236,a2-60,Concert '95 by Universtiy Choir,2012-08-01 02:18:20,2012-08-01 02:18:20,http://digitalimages.ust.hk/gallery2/?p=843
237,237,a2-600,Aquatic Meet '94,2012-08-01 02:18:23,2012-08-01 02:18:23,http://digitalimages.ust.hk/gallery2/?p=844
238,238,a2-601,Aquatic Meet '96,2012-08-01 02:18:29,2012-08-01 02:18:29,http://digitalimages.ust.hk/gallery2/?p=845
239,239,a2-602,Aquatic Meet '98,2012-08-01 02:18:55,2012-08-01 02:18:55,http://digitalimages.ust.hk/gallery2/?p=846
240,240,a2-610,First Aquatic Meet,2012-08-01 02:18:56,2012-08-01 02:18:56,http://digitalimages.ust.hk/gallery2/?p=847
241,241,a2-620,Project Hope Swimming Gala,2012-08-01 02:19:09,2012-08-01 02:19:09,http://digitalimages.ust.hk/gallery2/?p=848
242,242,a2-625,Swimming Gala,2012-08-01 02:19:17,2012-08-01 02:19:17,http://digitalimages.ust.hk/gallery2/?p=849
243,243,a2-626,Swimming Gala 2000,2012-08-01 02:19:37,2012-08-01 02:19:37,http://digitalimages.ust.hk/gallery2/?p=850
244,244,a2-630,Third Aquatic Meet Championship '95,2012-08-01 02:19:42,2012-08-01 02:19:42,http://digitalimages.ust.hk/gallery2/?p=851
245,245,a2-633,SBM Academic Tour,2012-08-01 02:19:43,2012-08-01 02:19:43,http://digitalimages.ust.hk/gallery2/?p=852
246,246,a2-634,Math Trail,2012-08-01 02:19:57,2012-08-01 02:19:57,http://digitalimages.ust.hk/gallery2/?p=853
247,247,a2-635,Rugby Training,2012-08-01 02:20:04,2012-08-01 02:20:04,http://digitalimages.ust.hk/gallery2/?p=854
248,248,a2-640,Biology Trip,2012-08-01 02:20:07,2012-08-01 02:20:07,http://digitalimages.ust.hk/gallery2/?p=855
249,249,a2-650,Mai Po Field Trip by Nature Club,2012-08-01 02:20:11,2012-08-01 02:20:11,http://digitalimages.ust.hk/gallery2/?p=856
250,250,a2-660,Solar Eclipse,2012-08-01 02:20:12,2012-08-01 02:20:12,http://digitalimages.ust.hk/gallery2/?p=857
251,251,a2-670,AIESEC Culture Week,2012-08-01 02:20:18,2012-08-01 02:20:18,http://digitalimages.ust.hk/gallery2/?p=858
252,252,a2-680,Physics Week,2012-08-01 02:20:22,2012-08-01 02:20:22,http://digitalimages.ust.hk/gallery2/?p=859
253,253,a2-687,"Wellness Week - Blood Cholesterol Testing, Exercise &amp; Calorie Workshop",2012-08-01 02:20:25,2012-08-01 02:20:25,http://digitalimages.ust.hk/gallery2/?p=860
254,254,a2-688,Wellness Week - Relaxation Workshop,2012-08-01 02:20:28,2012-08-01 02:20:28,http://digitalimages.ust.hk/gallery2/?p=861
255,255,a2-690,Wu Shu Week,2012-08-01 02:20:32,2012-08-01 02:20:32,http://digitalimages.ust.hk/gallery2/?p=862
256,256,a2-70,Folk Song Night,2012-08-01 02:20:39,2012-08-01 02:20:39,http://digitalimages.ust.hk/gallery2/?p=863
257,257,a2-715,Student in Campus,2012-08-01 02:20:55,2012-08-01 02:20:55,http://digitalimages.ust.hk/gallery2/?p=864
258,258,a2-720,Environmental Protection Day,2012-08-01 02:21:01,2012-08-01 02:21:01,http://digitalimages.ust.hk/gallery2/?p=865
259,259,a2-725,Luncheon to Honour Prospective Academic Achievement Medal Winners,2012-08-01 02:21:12,2012-08-01 02:21:12,http://digitalimages.ust.hk/gallery2/?p=866
260,260,a2-730,Tree Planting,2012-08-01 02:21:24,2012-08-01 02:21:24,http://digitalimages.ust.hk/gallery2/?p=867
261,261,a2-740,Innovation 99,2012-08-01 02:21:33,2012-08-01 02:21:33,http://digitalimages.ust.hk/gallery2/?p=868
262,262,a2-75,Music Fire Final Competition,2012-08-01 02:21:44,2012-08-01 02:21:44,http://digitalimages.ust.hk/gallery2/?p=869
263,263,a2-80,Music Power in Colleges Closing Ceremony Concert,2012-08-01 02:21:50,2012-08-01 02:21:50,http://digitalimages.ust.hk/gallery2/?p=870
264,264,a2-85,Science Student Festival '96,2012-08-01 02:21:52,2012-08-01 02:21:52,http://digitalimages.ust.hk/gallery2/?p=871
265,265,a2-90,Singing Contest,2012-08-01 02:21:53,2012-08-01 02:21:53,http://digitalimages.ust.hk/gallery2/?p=872
266,266,a3-1000,BME '96 Conference,2012-08-01 02:21:55,2012-08-01 02:21:55,http://digitalimages.ust.hk/gallery2/?p=873
267,267,a3-1003,Conference for Worldwide Chinese Young Chemists,2012-08-01 02:21:57,2012-08-01 02:21:57,http://digitalimages.ust.hk/gallery2/?p=874
268,268,a3-1005,Conference on South China's Economic Conference,2012-08-01 02:21:57,2012-08-01 02:21:57,http://digitalimages.ust.hk/gallery2/?p=875
269,269,a3-1010,Distributed Multimedia Systems Conference DMS '96,2012-08-01 02:21:58,2012-08-01 02:21:58,http://digitalimages.ust.hk/gallery2/?p=876
270,270,a3-1020,First Asian Computational Fluid Dynamics Conference,2012-08-01 02:22:02,2012-08-01 02:22:02,http://digitalimages.ust.hk/gallery2/?p=877
271,271,a3-1025,HEERA Presidents' Press Conference,2012-08-01 02:22:05,2012-08-01 02:22:05,http://digitalimages.ust.hk/gallery2/?p=878
272,272,a3-1030,ICORS,2012-08-01 02:22:18,2012-08-01 02:22:18,http://digitalimages.ust.hk/gallery2/?p=879
273,273,a3-1035,International Computer Music Conference,2012-08-01 02:22:20,2012-08-01 02:22:20,http://digitalimages.ust.hk/gallery2/?p=880
274,274,a3-1040,International Conference in Humanity,2012-08-01 02:22:22,2012-08-01 02:22:22,http://digitalimages.ust.hk/gallery2/?p=881
275,275,a3-1043,International Society for Decision Support Systems Conference,2012-08-01 02:22:22,2012-08-01 02:22:22,http://digitalimages.ust.hk/gallery2/?p=882
276,276,a3-1044,Meng Dialect Conference,2012-08-01 02:22:26,2012-08-01 02:22:26,http://digitalimages.ust.hk/gallery2/?p=883
277,277,a3-1045,Press Conference (Honor Distinguished Teachers),2012-08-01 02:22:30,2012-08-01 02:22:30,http://digitalimages.ust.hk/gallery2/?p=884
278,278,a3-1047,Press Conference (IEEM HKTAIGA),2012-08-01 02:22:33,2012-08-01 02:22:33,http://digitalimages.ust.hk/gallery2/?p=885
279,279,a3-1053,Press Conference (Nansha Project - IT Community),2012-08-01 02:22:38,2012-08-01 02:22:38,http://digitalimages.ust.hk/gallery2/?p=886
280,280,a3-1055,Press Conference (Reef Check),2012-08-01 02:22:43,2012-08-01 02:22:43,http://digitalimages.ust.hk/gallery2/?p=887
281,281,a3-1060,Social Science Conference - &quot;The emergence of East Asia some Bilateral and Multilateral Issues&quot;,2012-08-01 02:22:45,2012-08-01 02:22:45,http://digitalimages.ust.hk/gallery2/?p=888
282,282,a3-1070,UCLA Conference,2012-08-01 02:22:49,2012-08-01 02:22:49,http://digitalimages.ust.hk/gallery2/?p=889
283,283,a3-25,Campus View,2012-08-01 02:22:50,2012-08-01 02:22:50,http://digitalimages.ust.hk/gallery2/?p=890
284,284,a3-280,Bobby Location Shooting,2012-08-01 02:22:53,2012-08-01 02:22:53,http://digitalimages.ust.hk/gallery2/?p=891
285,285,a3-290,Bobby Location Shooting,2012-08-01 02:22:58,2012-08-01 02:22:58,http://digitalimages.ust.hk/gallery2/?p=892
286,286,a3-330,Palm Trees Landing in UST,2012-08-01 02:23:11,2012-08-01 02:23:11,http://digitalimages.ust.hk/gallery2/?p=893
287,287,a3-350,Installation of the satellite T.V. Dish,2012-08-01 02:23:14,2012-08-01 02:23:14,http://digitalimages.ust.hk/gallery2/?p=894
288,288,a3-360,Campus Cleaning,2012-08-01 02:23:15,2012-08-01 02:23:15,http://digitalimages.ust.hk/gallery2/?p=895
289,289,a3-370,Gardening at Campus,2012-08-01 02:23:18,2012-08-01 02:23:18,http://digitalimages.ust.hk/gallery2/?p=896
290,290,a3-380,Construction of Engineering &amp; Science Labs,2012-08-01 02:23:18,2012-08-01 02:23:18,http://digitalimages.ust.hk/gallery2/?p=897
291,291,a3-385,HKUST Construction Site,2012-08-01 02:23:24,2012-08-01 02:23:24,http://digitalimages.ust.hk/gallery2/?p=898
292,292,a3-400,Construction of staff quarters,2012-08-01 02:23:27,2012-08-01 02:23:27,http://digitalimages.ust.hk/gallery2/?p=899
293,293,a3-410,Construction of University Centre (PG + Staff quarters),2012-08-01 02:23:32,2012-08-01 02:23:32,http://digitalimages.ust.hk/gallery2/?p=900
294,294,a3-415,Construction Work,2012-08-01 02:23:35,2012-08-01 02:23:35,http://digitalimages.ust.hk/gallery2/?p=901
295,295,a3-490,Phase 3 Site,2012-08-01 02:23:39,2012-08-01 02:23:39,http://digitalimages.ust.hk/gallery2/?p=902
296,296,a3-500,Site (Dec 88),2012-08-01 02:23:50,2012-08-01 02:23:50,http://digitalimages.ust.hk/gallery2/?p=903
297,297,a3-505,Site (Nov 89),2012-08-01 02:24:44,2012-08-01 02:24:44,http://digitalimages.ust.hk/gallery2/?p=904
298,298,a3-510,Site (Mar-Apr 90) including Promotion By TV Program,2012-08-01 02:26:00,2012-08-01 02:26:00,http://digitalimages.ust.hk/gallery2/?p=905
299,299,a3-520,Site (Oct 90)),2012-08-01 02:27:16,2012-08-01 02:27:16,http://digitalimages.ust.hk/gallery2/?p=906
300,300,a3-530,Site (Feb 91),2012-08-01 02:28:07,2012-08-01 02:28:07,http://digitalimages.ust.hk/gallery2/?p=907
301,301,a3-540,Site (May 91),2012-08-01 02:29:13,2012-08-01 02:29:13,http://digitalimages.ust.hk/gallery2/?p=908
302,302,a3-560,Site Photo (Black &amp; White),2012-08-01 02:29:29,2012-08-01 02:29:29,http://digitalimages.ust.hk/gallery2/?p=909
303,303,a3-575,Foggy Environment,2012-08-01 02:29:31,2012-08-01 02:29:31,http://digitalimages.ust.hk/gallery2/?p=910
304,304,a3-577,Handover Countdown Board,2012-08-01 02:29:36,2012-08-01 02:29:36,http://digitalimages.ust.hk/gallery2/?p=911
305,305,a3-580,Sundial Sculptors,2012-08-01 02:29:39,2012-08-01 02:29:39,http://digitalimages.ust.hk/gallery2/?p=912
306,306,a3-584a,&quot;Cloud-Sea&quot;,2012-08-01 02:29:46,2012-08-01 02:29:46,http://digitalimages.ust.hk/gallery2/?p=913
307,307,a3-584b,Moving on the Campus,2012-08-01 02:29:50,2012-08-01 02:29:50,http://digitalimages.ust.hk/gallery2/?p=914
308,308,a3-585,Sundays in Campus,2012-08-01 02:29:53,2012-08-01 02:29:53,http://digitalimages.ust.hk/gallery2/?p=915
309,309,a3-587,Building Work at South End of Academic Building,2012-08-01 02:29:55,2012-08-01 02:29:55,http://digitalimages.ust.hk/gallery2/?p=916
310,310,a3-588,Academic Building,2012-08-01 02:29:57,2012-08-01 02:29:57,http://digitalimages.ust.hk/gallery2/?p=917
311,311,a3-592-10,Amphitheatre,2012-08-01 02:29:58,2012-08-01 02:29:58,http://digitalimages.ust.hk/gallery2/?p=918
312,312,a3-592-50,Atrium,2012-08-01 02:30:02,2012-08-01 02:30:02,http://digitalimages.ust.hk/gallery2/?p=919
313,313,a3-592,Academic Concourse - CCST Express Stations Computers,2012-08-01 02:30:03,2012-08-01 02:30:03,http://digitalimages.ust.hk/gallery2/?p=920
314,314,a3-593,BBQ Site,2012-08-01 02:30:05,2012-08-01 02:30:05,http://digitalimages.ust.hk/gallery2/?p=921
315,315,a3-594,Bridge to Hall,2012-08-01 02:30:10,2012-08-01 02:30:10,http://digitalimages.ust.hk/gallery2/?p=922
316,316,a3-596,Busy Bees Pre-school,2012-08-01 02:30:18,2012-08-01 02:30:18,http://digitalimages.ust.hk/gallery2/?p=923
317,317,a3-600,Campus Canteen/Kitchen/Coffee Shop,2012-08-01 01:55:52,2012-08-01 01:55:52,http://digitalimages.ust.hk/gallery2/?p=924
318,318,a3-610,Computer Barn,2012-08-01 02:30:20,2012-08-01 02:30:20,http://digitalimages.ust.hk/gallery2/?p=925
319,319,a3-615,Remodelled Classrooms (ARR) - Rm 2302-2465,2012-08-01 02:30:23,2012-08-01 02:30:23,http://digitalimages.ust.hk/gallery2/?p=926
320,320,a3-620,Council Chamber,2012-08-01 02:30:24,2012-08-01 02:30:24,http://digitalimages.ust.hk/gallery2/?p=927
321,321,a3-632-50,Escalator,2012-08-01 02:30:24,2012-08-01 02:30:24,http://digitalimages.ust.hk/gallery2/?p=928
322,322,a3-635,Hair Salon,2012-08-01 02:30:25,2012-08-01 02:30:25,http://digitalimages.ust.hk/gallery2/?p=929
323,323,a3-636,Historic Office,2012-08-01 02:30:40,2012-08-01 02:30:40,http://digitalimages.ust.hk/gallery2/?p=930
324,324,a3-650,Information Center,2012-08-01 02:30:42,2012-08-01 02:30:42,http://digitalimages.ust.hk/gallery2/?p=931
325,325,a3-660,Lawn Area,2012-08-01 02:30:45,2012-08-01 02:30:45,http://digitalimages.ust.hk/gallery2/?p=932
326,326,a3-670,LG7 Ramp,2012-08-01 02:30:48,2012-08-01 02:30:48,http://digitalimages.ust.hk/gallery2/?p=933
327,327,a3-680-75,Pump House,2012-08-01 02:30:48,2012-08-01 02:30:48,http://digitalimages.ust.hk/gallery2/?p=934
328,328,a3-680,Library,2012-08-01 02:30:51,2012-08-01 02:30:51,http://digitalimages.ust.hk/gallery2/?p=935
329,329,a3-690,Recreation Facilities,2012-08-01 02:31:07,2012-08-01 02:31:07,http://digitalimages.ust.hk/gallery2/?p=936
330,330,a3-691,Restaurant (LG5),2012-08-01 02:31:12,2012-08-01 02:31:12,http://digitalimages.ust.hk/gallery2/?p=937
331,331,a3-692,Restaurant (LG5) - Wendy's,2012-08-01 02:31:15,2012-08-01 02:31:15,http://digitalimages.ust.hk/gallery2/?p=938
332,332,a3-694,Restaurant (LG5) -  Congee,2012-08-01 02:31:17,2012-08-01 02:31:17,http://digitalimages.ust.hk/gallery2/?p=939
333,333,a3-697,Seaview Terrace (LG1),2012-08-01 02:31:20,2012-08-01 02:31:20,http://digitalimages.ust.hk/gallery2/?p=940
334,334,a3-70,Campus,2012-09-10 10:01:27,2012-09-10 10:08:15,http://digitalimages.ust.hk/gallery2/?p=941
335,335,a3-700,Squash Courts,2012-08-01 02:31:22,2012-08-01 02:31:22,http://digitalimages.ust.hk/gallery2/?p=942
336,336,a3-710,Staff Housing,2012-08-01 02:31:27,2012-08-01 02:31:27,http://digitalimages.ust.hk/gallery2/?p=943
337,337,a3-730,Student Housing,2012-08-01 02:31:27,2012-08-01 02:31:27,http://digitalimages.ust.hk/gallery2/?p=944
338,338,a3-733,Sundial,2012-08-01 02:31:30,2012-08-01 02:31:30,http://digitalimages.ust.hk/gallery2/?p=945
339,339,a3-740,Theatre,2012-08-01 02:31:33,2012-08-01 02:31:33,http://digitalimages.ust.hk/gallery2/?p=946
340,340,a3-77,Aerial Shot (Phase III) by Focal Point,2012-08-01 02:31:34,2012-08-01 02:31:34,http://digitalimages.ust.hk/gallery2/?p=947
341,341,a3-775,Celebrating the 10th Yr from the Inauguration Mtg of the Planning Committee of University,2012-08-01 02:31:38,2012-08-01 02:31:38,http://digitalimages.ust.hk/gallery2/?p=948
342,342,a3-777,9th Global Warming International Conference and Expo Closing Ceremony,2012-08-01 02:31:42,2012-08-01 02:31:42,http://digitalimages.ust.hk/gallery2/?p=949
343,343,a3-779,Advanced Materials Research Institute,2012-08-01 02:31:42,2012-08-01 02:31:42,http://digitalimages.ust.hk/gallery2/?p=950
344,344,a3-799-10,BBA - Alumni Association,2012-08-01 02:31:48,2012-08-01 02:31:48,http://digitalimages.ust.hk/gallery2/?p=951
345,345,a3-799-20,Biotechnology Research Institution Inauguration,2012-08-01 02:31:50,2012-08-01 02:31:50,http://digitalimages.ust.hk/gallery2/?p=952
346,346,a3-799-30,Hainan Institute Inauguration,2012-08-01 02:32:11,2012-08-01 02:32:11,http://digitalimages.ust.hk/gallery2/?p=953
347,347,a3-800,IES Inauguration Ceremony,2012-08-01 02:32:18,2012-08-01 02:32:18,http://digitalimages.ust.hk/gallery2/?p=954
348,348,a3-802,W3C Office Inauguration Ceremony,2012-08-01 02:32:21,2012-08-01 02:32:21,http://digitalimages.ust.hk/gallery2/?p=955
349,349,a3-803,Inauguration Ceremony of Academic Alliance Between Peking University and HKUST,2012-08-01 02:32:22,2012-08-01 02:32:22,http://digitalimages.ust.hk/gallery2/?p=956
350,350,a3-810,Inauguration Ceremony of the Center Boosts Chinese Medicine Research,2012-08-01 02:32:23,2012-08-01 02:32:23,http://digitalimages.ust.hk/gallery2/?p=957
351,351,a3-820,Inauguration Ceremony of the Centre for Display Research,2012-08-01 02:32:27,2012-08-01 02:32:27,http://digitalimages.ust.hk/gallery2/?p=958
352,352,a3-825,HK CAS Alumni Inauguation '98,2012-08-01 02:32:34,2012-08-01 02:32:34,http://digitalimages.ust.hk/gallery2/?p=959
353,353,a3-830,Students' Union Inauguration '94,2012-08-01 02:32:38,2012-08-01 02:32:38,http://digitalimages.ust.hk/gallery2/?p=960
354,354,a3-840,SU EXCO Inauguration Ceremony,2012-08-01 02:32:41,2012-08-01 02:32:41,http://digitalimages.ust.hk/gallery2/?p=961
355,355,a3-845,Smart Invest Services Launching,2012-08-01 02:32:45,2012-08-01 02:32:45,http://digitalimages.ust.hk/gallery2/?p=962
356,356,a3-850,Lion Dance in General Kwan Ceremony by EMO,2012-08-01 02:32:48,2012-08-01 02:32:48,http://digitalimages.ust.hk/gallery2/?p=963
357,357,a3-860,Opening Ceremony,2012-08-01 02:33:38,2012-08-01 02:33:38,http://digitalimages.ust.hk/gallery2/?p=964
358,358,a3-870,Opening Ceremony Banquet,2012-08-01 02:33:55,2012-08-01 02:33:55,http://digitalimages.ust.hk/gallery2/?p=965
359,359,a3-880,Opening Ceremony Preparation,2012-08-01 02:34:13,2012-08-01 02:34:13,http://digitalimages.ust.hk/gallery2/?p=966
360,360,a3-890,Opening Ceremony Reception,2012-08-01 02:34:22,2012-08-01 02:34:22,http://digitalimages.ust.hk/gallery2/?p=967
361,361,a3-900a,Asia Pacific Conference on Science &amp; Mgmt of Coastal Environment - Opening ceremony,2012-09-10 10:01:27,2012-09-10 10:08:33,http://digitalimages.ust.hk/gallery2/?p=968
362,362,a3-903,Cyberspace Center Inauguration Ceremony,2012-08-01 02:34:23,2012-08-01 02:34:23,http://digitalimages.ust.hk/gallery2/?p=969
363,363,a3-904,Signing Agreement of BRI &amp; Kung Wo Tong,2012-08-01 02:34:25,2012-08-01 02:34:25,http://digitalimages.ust.hk/gallery2/?p=970
364,364,a3-905,Signing Agreement of DENG &amp; Micro Electronic R&amp;D Center-Chinese Academy of Sciences,2012-08-01 02:34:28,2012-08-01 02:34:28,http://digitalimages.ust.hk/gallery2/?p=971
365,365,a3-906,Signing Agreement of Phase III Staff Quarter Construction Contract,2012-08-01 02:34:30,2014-08-25 07:42:22,http://digitalimages.ust.hk/gallery2/?p=972
366,366,a3-907,Signing Agreement of SBM &amp; Kellogg Graduate School of Management of Northwestern University,2012-08-01 02:34:33,2012-08-01 02:34:33,http://digitalimages.ust.hk/gallery2/?p=973
367,367,a3-910,Signing Ceremony for issurance of &quot;BOC HKUST Affinity Card&quot;,2012-08-01 02:34:39,2012-08-01 02:34:39,http://digitalimages.ust.hk/gallery2/?p=974
368,368,a3-915,Signing Ceremony for the Establishment of the Nanostructure Materials &amp; Technology Joint Lab.,2012-08-01 02:00:21,2012-08-01 02:00:21,http://digitalimages.ust.hk/gallery2/?p=975
369,369,a3-917,Signing Ceremony for World Wide Web Consortium - Chinese Computing,2012-08-01 02:34:45,2012-08-01 02:34:45,http://digitalimages.ust.hk/gallery2/?p=976
